,author,content,probs
19345,bryndel,The Kingslayer wants to try us. I can feel it.,"[[0.16982281 0.18298808 0.13684636 0.21017984 0.21852164 0.06100276
  0.02063843]]"
19346,brienne,"As I have said, my name is- -","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19347,brynden,"Yes, Brienne of Tarth. I know your father. A good man.","[[0.00641522 0.00762149 0.0077118  0.02277992 0.01145556 0.00293662
  0.94107944]]"
19348,brienne,He always spoke highly of you.,"[[0.00524199 0.00641194 0.00900074 0.04258835 0.01249222 0.0044846
  0.9197802 ]]"
19349,brynden,"And if he were here now, I'd tell him the same I'm telling you.","[[0.0690797  0.07455927 0.03697138 0.03920344 0.06365225 0.01023305
  0.7063009 ]]"
19350,brynden,"If you think I'm abandoning my family's seat on the Kingslayer's word of honor, you're a bloody fool.","[[0.17176099 0.18338667 0.13205457 0.20789552 0.20915398 0.06491192
  0.03083638]]"
19351,brienne,Riverrun cannot stand against the Lannisters and the Freys.,"[[0.26901078 0.27642193 0.12505786 0.07220862 0.22028597 0.03159773
  0.00541714]]"
19352,brynden,We can stand longer than your one-handed friend thinks we can.,"[[0.01736725 0.01983861 0.01478553 0.02924793 0.02353268 0.00496688
  0.8902611 ]]"
19353,brienne,He's not my friend.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19354,brynden,No?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19355,brynden,Who gave you permission to cross the siege line and enter the castle? Who gave you that sword with the gold lion on the pommel?,"[[0.14646073 0.16154838 0.13870084 0.25185612 0.21767016 0.06345864
  0.02030512]]"
19356,brienne,"Ser Jaime kept his word to your niece Catelyn Stark. He sent me to find Sansa, to help her as Catelyn wanted. He gave me this sword to protect her. That is what I have done and I will continue to do until the day I die.","[[2.9458618e-01 3.0787450e-01 1.2160541e-01 2.4031585e-02 2.4441238e-01
  7.3185591e-03 1.7140250e-04]]"
19357,brynden,She's exactly like her mother.,"[[0.00103624 0.00133098 0.00254584 0.01737665 0.00327411 0.0013145
  0.9731217 ]]"
19358,brynden,I don't have enough men to help her take Winterfell.,"[[3.7230241e-01 3.5667431e-01 1.0922635e-01 3.4991805e-03 1.5568049e-01
  2.5713583e-03 4.5898512e-05]]"
19359,brienne,You have more than she does.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19360,brynden,"She wants her home back. I understand that. But this is my home. And if Jaime Lannister wants it, he can bloody well take it the way everyone else does.","[[0.02678643 0.03124925 0.0322452  0.10489894 0.04840154 0.01569505
  0.7407236 ]]"
19361,brienne,Find the maester. We need to get a raven north to Sansa.,"[[0.00613398 0.00730055 0.00749294 0.022549   0.01109493 0.00287069
  0.94255793]]"
19362,podrick,What should I write?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19363,brienne,Tell her I failed.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19364,cersei lannister,There's to be a royal announcement?,"[[0.379292   0.3613704  0.0942845  0.00754849 0.14982271 0.00717087
  0.00051105]]"
19365,kevan,There is.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19366,cersei lannister,Why wasn't I informed?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19367,kevan,There is to be a royal announcement in the throne room at this very moment.,"[[0.01206036 0.01409698 0.0130204  0.03495628 0.01982274 0.00506279
  0.9009804 ]]"
19368,kevan,Where are you going?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19369,cersei lannister,To stand by my son.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19370,kevan,Your place is in the gallery with the other ladies of the court.,"[[0.07917402 0.08632117 0.04999318 0.0676032  0.08355806 0.01664803
  0.6167024 ]]"
19371,tommen lannister,"Lords and ladies, the Faith and the Crown are the two pillars that hold up this world. One collapses, so does the other. The Father judges us all. If you break his laws...you will be punished. After conferring with His Holiness the High Septon, we have determined that Loras Tyrell and Cersei lannister's trial will be held in the Great Sept of Baelor on the first day of the Festival of the Mother.","[[3.42216879e-01 3.38510454e-01 1.05239004e-01 1.18745752e-02
  1.96227878e-01 5.76801552e-03 1.63256293e-04]]"
19372,tommen lannister,"Furthermore, after much prayer and reflection, the Crown has decided that from this day forward, trial by combat will be forbidden throughout the Seven Kingdoms. The tradition is a brutish one, a scheme devised by corrupt rulers in order to avoid true judgment from the gods. Cersei Lannister and Loras Tyrell will stand trial before seven septons as it was in the earliest days of the Faith. Seven blessings to all.","[[0.32627812 0.32877952 0.10686452 0.02150059 0.20559204 0.01045449
  0.00053082]]"
19373,crowd,Seven blessings.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19374,qyburn,Your Grace...that old rumor you told me about. My little birds investigated.,"[[3.21773887e-01 3.24674189e-01 1.13441527e-01 1.43367015e-02
  2.20487505e-01 5.18860994e-03 9.77013042e-05]]"
19375,cersei lannister,And? Was it just a rumor or something more?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19376,qyburn,More. Much more.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19377,missandei,You seem happy.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19378,tyrion lannister,"I am happy. You should both be as well. Not so long ago, this city was ready to devour itself.","[[3.72811973e-01 3.56954753e-01 1.10766195e-01 3.03176208e-03
  1.54185370e-01 2.21590907e-03 3.39742219e-05]]"
19379,tyrion lannister,Now it's like a man reborn.,"[[0.01790398 0.02039758 0.01481826 0.02819872 0.02369546 0.00487176
  0.8901142 ]]"
19380,missandei,I will be happy when our queen returns.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19381,tyrion lannister,Why don't you drink? Why don't either of you ever drink?,"[[0.00231365 0.00286259 0.00399225 0.01794312 0.00551699 0.00174579
  0.96562564]]"
19382,grey worm,Unsullied never drink.,"[[0.02679544 0.03001247 0.01911879 0.02997448 0.03137945 0.00586759
  0.85685176]]"
19383,tyrion lannister,Why not?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19384,grey worm,Rules.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19385,tyrion lannister,And who made these rules? Your former masters?,"[[0.01130022 0.01312028 0.01107271 0.02579628 0.01713406 0.00389903
  0.91767734]]"
19386,tyrion lannister,Those miserable old shits didn't want you to be human. Have a drink with me.,"[[0.00881677 0.01034094 0.00945354 0.02445248 0.01436754 0.00344564
  0.92912304]]"
19387,tyrion lannister,And you? What's your excuse?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19388,missandei,I have tried wine before. It made me feel funny.,"[[0.00362308 0.00452514 0.00770611 0.04730273 0.01025092 0.00428482
  0.9223072 ]]"
19389,tyrion lannister,That's how you know it's working.,"[[0.00168499 0.00215721 0.00433528 0.03241328 0.00553128 0.00248688
  0.95139104]]"
19390,tyrion lannister,Here's to our queen. Anyone not drinking is disrespecting our queen.,"[[0.01804892 0.02065907 0.01581336 0.03267524 0.02507077 0.00549862
  0.8822341 ]]"
19391,tyrion lannister,"To Daenerys Stormborn, Mother of Dragons, Breaker of Chains, long may she reign.","[[4.4685497e-05 7.2741823e-05 1.1377874e-03 9.1484793e-02 8.7454967e-04
  1.5907659e-03 9.0479475e-01]]"
19392,grey worm,Long may she reign.,"[[0.03835939 0.04303938 0.02994929 0.05394185 0.04840362 0.0106225
  0.775684  ]]"
19393,tyrion lannister,Do you like it?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19394,grey worm,Tastes like it has turned.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19395,tyrion lannister,"Yes, yes. Fermentation. One day, after our queen has taken the Seven Kingdoms...I'd like to have my own vineyard. Make my own wine. The Imp's Delight. Only my close friends could drink it.","[[3.4938988e-01 3.4310585e-01 1.1002208e-01 6.6315951e-03 1.8757638e-01
  3.2233379e-03 5.0897917e-05]]"
19396,tyrion lannister,"Tell me a joke, Missandei of Naath.","[[0.02692291 0.0301456  0.01914166 0.02986684 0.03143685 0.00585914
  0.856627  ]]"
19397,missandei,I do not know any jokes.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19398,tyrion lannister,Grey worm?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19399,tyrion lannister,"Right. Three lords walk into a tavern- - a Stark, a Martell, and a Lannister. They order ale...","[[0.00148612 0.00187202 0.00301586 0.01639556 0.00403511 0.00140845
  0.97178686]]"
19400,tyrion lannister,"but when the barkeep brings them over, each of them finds a fly in his cup. The Lannister, outraged, shoves the cup aside and demands another. The Martell plucks the fly out and swallows it whole. The Stark reaches into his cup, pulls out the fly and shouts, “Spit it out, you see shit. Spit it out.”","[[3.3508143e-01 3.3452776e-01 1.0970431e-01 1.0513742e-02 2.0575041e-01
  4.3422431e-03 8.0104597e-05]]"
19401,tyrion lannister,It's funnier in Westeros.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19402,grey worm,"The Starks and the lannisters, i thought these were enemies.","[[3.62227261e-01 3.49868268e-01 1.00750834e-01 9.21428204e-03
  1.71376020e-01 6.30602660e-03 2.57232634e-04]]"
19403,tyrion lannister,Yes.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19404,missandei,"A joke is like a story, Torgo Nudho. Not a true story, necessarily.","[[3.9426327e-01 3.6934775e-01 1.1240972e-01 9.9773146e-04 1.2186364e-01
  1.1052273e-03 1.2694200e-05]]"
19405,tyrion lannister,"A story that's supposed to make you laugh, ideally. Not at the moment, perhaps.","[[0.02804449 0.03372456 0.054288   0.34728205 0.07498434 0.04153731
  0.42013922]]"
19406,tyrion lannister,"Missandei, do you like the wine?","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19407,missandei,I do.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19408,tyrion lannister,Tell a joke.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19409,missandei,Two translators are on a sinking ship.,"[[3.5260668e-01 3.4346014e-01 1.0236799e-01 1.0863680e-02 1.8431853e-01
  6.1744708e-03 2.0851374e-04]]"
19410,missandei,"The first says, “Do you know how to swim?” The second says, “No, but I can shout for help in 19 languages.”","[[3.6567208e-01 3.5252208e-01 1.4908022e-01 1.6855598e-04 1.3246745e-01
  8.9612593e-05 4.8215817e-08]]"
19411,tyrion lannister,Ah!,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19412,grey worm,That is the worst joke I ever heard.,"[[0.05054674 0.05518435 0.02937596 0.03480676 0.04988128 0.00828655
  0.77191836]]"
19413,missandei,You don't even know what a joke is.,"[[0.0077436  0.00913014 0.00870069 0.02376194 0.01310024 0.00322853
  0.9343349 ]]"
19414,grey worm,I am soldier all my life. You think I never hear joke?,"[[0.02567456 0.03026519 0.03594736 0.1451896  0.05244896 0.01989629
  0.69057804]]"
19415,tyrion lannister,You lied to us.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19416,grey worm,I make joke.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19417,missandei,More jokes.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19418,tyrion lannister,I once walked into a brothel with a honeycomb and a jackass. The madam says- -,"[[0.04709759 0.05474446 0.08661459 0.53940004 0.12023144 0.08242158
  0.06949022]]"
19419,missandei,The Masters have come for their property.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19420,jaime lannister,Lord Edmure.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19421,jaime lannister,I apologize for the way the Freys treated you. A man of your birth deserved better. You have my word you'll be properly fed and clothes from now on.,"[[0.05361816 0.06231312 0.08345629 0.40359622 0.11931317 0.06210716
  0.21559581]]"
19422,edmure,I have your word?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19423,edmure,"Oh, good. Good, that's- - that's a fine thing. My uncle will never surrender the castle, ser. Whatever game you're playing.","[[0.00173048 0.0024629  0.01818697 0.9041902  0.0203185  0.03001815
  0.02309284]]"
19424,jaime lannister,"The Blackfish is an old man. A good death is all he can hope for. But you, you have a child now, I've heard. A son you sired on your wedding night. You're a potent man.","[[0.07909149 0.09381326 0.13212025 0.42467102 0.20217872 0.05712836
  0.01099694]]"
19425,edmure,A son I've never met born of a wife that I haven't seen since our first night together.,"[[3.7507990e-01 3.5801926e-01 1.2604715e-01 7.8022236e-04 1.3952489e-01
  5.4648402e-04 2.0636257e-06]]"
19426,jaime lannister,"You should be with them both. I can arrange that, you realize? Comfortable rooms for you at Casterly Rock. A tutor for your boy, knights to train him to fight and to ride. And when he comes of age, he'll have a keep of his own.","[[3.3319321e-01 3.3236304e-01 1.2696613e-01 3.2436082e-03 2.0318548e-01
  1.0447300e-03 3.7835623e-06]]"
19427,edmure,Do you imagine yourself a decent person? Is that it? After you've massacred my family. Kept me in a cell for years. Stolen our lands.,"[[0.00436739 0.00546893 0.00965874 0.06377399 0.01283725 0.00573365
  0.89816004]]"
19428,jaime lannister,"I'll remind you that our houses are at war. I'm sorry if this conflict has inconvenienced you, but rebelling against the Crown does have consequences.","[[0.20131058 0.21835208 0.14699554 0.13952789 0.24994232 0.03876282
  0.00510884]]"
19429,edmure,Says the man who shoved his sword through his king's back.,"[[0.018789   0.02136292 0.01527683 0.02842377 0.02450806 0.00498302
  0.88665634]]"
19430,jaime lannister,Did I give you the impression that this was a negotiation? It's not.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19431,edmure,You understand. On some level you understand that you're an evil man.,"[[0.01814917 0.02066525 0.01494621 0.0282623  0.02392191 0.00490289
  0.88915235]]"
19432,jaime lannister,I'll leave the judgments to the gods.,"[[0.03779022 0.04167475 0.02360914 0.03084829 0.03960697 0.00677381
  0.81969684]]"
19433,edmure,"Well, that is convenient for you. You're a fine-looking fellow, aren't you?","[[3.6413381e-01 3.5154480e-01 1.0145823e-01 8.1742555e-03 1.6876064e-01
  5.7112081e-03 2.1706449e-04]]"
19434,edmure,"Your square jaw, your golden armor. Tell me, I want to know. I truly do. How do you live with yourself? All of us have to believe that we're decent, don't we? You have to sleep at night. How do you tell yourself that you're decent after everything that you've done?","[[0.00115497 0.00146966 0.00256046 0.01538453 0.0033648  0.00123542
  0.9748301 ]]"
19435,jaime lannister,I was your sister's prisoner once. She hit me on the head with a rock if I remember correctly.,"[[0.00213254 0.00265988 0.00402069 0.02036536 0.00547079 0.00187981
  0.96347094]]"
19436,edmure,Yeah. She should have killed you.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19437,jaime lannister,"Perhaps, but she didn't. Catelyn Stark hated me just like you hate me. But I didn't hate her. I admired her. Far more than her husband or her son.","[[0.24778283 0.2558122  0.12744358 0.09845401 0.21643901 0.04172568
  0.01234276]]"
19438,edmure,Do you think I care whom you admire and whom you don't?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19439,jaime lannister,"No, I don't, but I'm telling you anyway because you're my prisoner. You don't have a choice. The love she had for her children, I was a little awed by it. Reminded me of my sister.","[[3.3941907e-01 3.3591202e-01 1.0494396e-01 1.4536618e-02 1.9770487e-01
  7.2279121e-03 2.5565008e-04]]"
19440,edmure,"Oh. Oh, I see. You're a madman.","[[3.9629284e-01 3.7027195e-01 1.0975982e-01 1.1774561e-03 1.2109427e-01
  1.3829293e-03 2.0677338e-05]]"
19441,jaime lannister,I'm not here to trade insults. Your sister was a strong- -,"[[0.29067656 0.2985587  0.12054256 0.04314135 0.22830191 0.01754594
  0.001233  ]]"
19442,edmure,Don't talk about Cat!,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19443,jaime lannister,I'll talk about whomever I want.,"[[3.6898783e-01 3.5433191e-01 1.0051537e-01 7.6040113e-03 1.6245204e-01
  5.8611301e-03 2.4769775e-04]]"
19444,jaime lannister,"She loved her children. I suppose all mothers do, but Catelyn and Cersei, there's a fierceness you don't often see.","[[3.5881764e-01 3.4866279e-01 1.0897065e-01 5.5325320e-03 1.7476264e-01
  3.1960865e-03 5.7562265e-05]]"
19445,jaime lannister,They'd do anything to protect their babies.,"[[0.0521573  0.05687932 0.03007011 0.03524669 0.05112861 0.0084667
  0.7660513 ]]"
19446,jaime lannister,Start a war. Burn cities to ash. Free their worst enemies. The things we do for love.,"[[0.12538719 0.13860455 0.13057171 0.30201882 0.19942656 0.07233023
  0.03166093]]"
19447,edmure,You didn't come here to talk about our sisters.,"[[0.04563321 0.04999882 0.02721297 0.03338423 0.04600913 0.00772225
  0.79003936]]"
19448,jaime lannister,"That's exactly why I came here. I love Cersei. You can laugh at that if you want. You can sneer. It doesn't matter. She needs me. And to get back to her, I have to take Riverrun. I'll send for your baby boy.","[[0.00618183 0.00815972 0.03446429 0.82837296 0.04161084 0.04865972
  0.03255057]]"
19449,jaime lannister,"And I'll launch him into Riverrun with a catapult. Because you don't matter to me, Lord Edmure. Your son doesn't matter to me. The people in the castle don't matter to me. Only Cersei. And if I have to slaughter every Tully who ever lived to get back to her, that's what I'll do.","[[0.02459159 0.02989725 0.06492839 0.65247005 0.08565947 0.07499957
  0.06745357]]"
19450,guard captain,Who goes there?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19451,edmure,"Edmure Tully, son of Hoster Tully, and the rightful Lord of Riverrun. I demand entry.","[[3.5307744e-01 3.4641334e-01 1.1352495e-01 4.5058150e-03 1.8019307e-01
  2.2595725e-03 2.5837016e-05]]"
19452,brynden,Don't let him in.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19453,guard captain,He's the Lord of Riverrun. I have to obey his commands.,"[[0.23198068 0.24122067 0.13089278 0.11711407 0.22003897 0.04556794
  0.01318482]]"
19454,brynden,"He's been their captive ever since they murdered his king at the Red Wedding. Why do you think the people who murdered his king at the Red Wedding would decide to let him come home? Because it's a trap, you idiot. Don't let him in.","[[0.01925726 0.02366154 0.04664718 0.39156535 0.06161142 0.04000663
  0.4172507 ]]"
19455,guard captain,"He's my lord, my lord. I've sworn to serve the Lord of Riverrun and obey his commands.","[[0.11864814 0.13038161 0.12098765 0.3122149  0.18388593 0.07657512
  0.05730671]]"
19456,brynden,You're not obeying Edmure's commands. You're obeying the fucking Kinglsayer's commands.,"[[3.4461626e-01 3.4035480e-01 1.0233639e-01 1.3978841e-02 1.9074944e-01
  7.6440582e-03 3.2016603e-04]]"
19457,edmure,I demand entry.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19458,guard captain,My lord has given an order.,"[[0.02563917 0.02877009 0.01856743 0.02970779 0.03040261 0.00573603
  0.86117685]]"
19459,brynden,WIth a knife to his throat. That is not a valid order.,"[[0.00642059 0.00766584 0.00823344 0.02667802 0.01209209 0.00332549
  0.93558455]]"
19460,guard captain,Lower the drawbridge and open the gate for Lord Ed- -,"[[0.2545694  0.26366487 0.12890816 0.08678247 0.2229227  0.03592036
  0.00723195]]"
19461,brynden,I'll have your head before I surrender Riverrun.,"[[0.02656017 0.0297567  0.01898072 0.02982438 0.03114545 0.00582562
  0.85790694]]"
19462,guard captain,"You are not lord of this castle, my lord.","[[0.02563917 0.02877009 0.01856743 0.02970779 0.03040261 0.00573603
  0.86117685]]"
19463,guard captain,Lower the drawbridge!,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19464,guard,"Aye, ser!","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19465,black walder,"If you're wrong, we're just surrendered our most valuable prisoner.","[[0.06368048 0.06894283 0.03484247 0.03806091 0.05976518 0.00969286
  0.7250153 ]]"
19466,guard captain,"Welcome home, my lord.","[[0.03794261 0.04183682 0.0236804  0.03089734 0.03973306 0.00679232
  0.8191174 ]]"
19467,edmure,Command all the forces within the castle to lay down their arms. Open the gates.,"[[0.00169258 0.00214333 0.00377123 0.0235241  0.00495767 0.0019467
  0.9619643 ]]"
19468,guard captain,My lord- -,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19469,edmure,Your lord has given a command.,"[[0.02563917 0.02877009 0.01856743 0.02970779 0.03040261 0.00573603
  0.86117685]]"
19470,edmure,Find the Blackfish. Put him in irons and hand him over to the Freys.,"[[0.05893616 0.06799135 0.08447412 0.3676706  0.1224175  0.0591649
  0.23934539]]"
19471,guard captain,Find him.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19472,brynden,Go on.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19473,brienne,Come with us.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19474,brynden,I've run before from the Red Wedding. I'm not running again. This is my family home.,"[[0.00336334 0.00410013 0.00508645 0.01961493 0.00721683 0.00211482
  0.9585035 ]]"
19475,brienne,Your family is in the North. Come with us. Don't die for pride when you can fight for your blood.,"[[0.1436714  0.1554814  0.10300589 0.16542043 0.16723941 0.04503828
  0.22014321]]"
19476,brynden,You'll serve Sansa far better than I ever could.,"[[0.00593392 0.00780999 0.02909534 0.5819987  0.03350275 0.03768728
  0.303972  ]]"
19477,brynden,"Go on, now.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19478,brynden,I haven't had a proper sword fight in years. I expect I'll make a damn fool of myself.,"[[0.01164263 0.01350132 0.01128462 0.02595939 0.01750007 0.00395708
  0.91615486]]"
19479,guard,"We found the Blackfish, my lord.","[[0.02883795 0.0321916  0.01997676 0.03008254 0.03294732 0.00603572
  0.84992814]]"
19480,jaime lannister,Good. Bring him to me.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19481,guard,"He died fighting, my lord.","[[0.03253234 0.03612033 0.02152172 0.03043449 0.03576218 0.00635431
  0.8372747 ]]"
19482,tyrion lannister,I was wrong. I admit it.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19483,missandei,That changes nothing.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19484,tyrion lannister,The Unsullied could mount a defense off the beachhead. If the slavers' forces- -,"[[7.8457640e-04 1.0152858e-03 2.0253933e-03 1.4355746e-02 2.5737514e-03
  1.0369396e-03 9.7820836e-01]]"
19485,grey worm,No more talking from you. Your talking gave us this.,"[[0.02080253 0.02355268 0.01628835 0.02888882 0.02631279 0.00522307
  0.87893176]]"
19486,tyrion lannister,And I have acknowledged that. I'm trying- -,"[[0.03059708 0.03406534 0.02072272 0.03025968 0.03430335 0.00619069
  0.84386116]]"
19487,grey worm,You're trying to tell me what the army should do. You do not know what the army should do.,"[[0.0527547  0.05764335 0.03122376 0.03802846 0.05285129 0.00904109
  0.75845736]]"
19488,tyrion lannister,"All right, what should the army do?","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19489,grey worm,"We'll not go to the beach. If we go to the beach, the Masters will take the pyramid. The pyramid is the only place in the city we can defend. We stay here.","[[4.1047704e-01 3.7882859e-01 1.4347185e-01 8.8139368e-06 6.7197993e-02
  1.5722133e-05 4.6138928e-09]]"
19490,tyrion lannister,And then?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19491,grey worm,We wait for them to come to us. Then we fight them.,"[[0.0200825  0.02278768 0.0160775  0.02937547 0.02587359 0.00523212
  0.8805712 ]]"
19492,beric,Clegane.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19493,thoros,What the fuck you doing here?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19494,sandor,Chasing them. You?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19495,thoros,Hanging them.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19496,sandor,Any particular reason?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19497,beric,They're our men. Or they were. They attacked a nearby sept and murdered the villagers. Why do you want them?,"[[0.00644838 0.00765917 0.00773738 0.02280805 0.01149752 0.0029447
  0.94090474]]"
19498,sandor,Same reason. I was helping build it. They killed a friend of mine.,"[[0.28316358 0.2830906  0.11238028 0.06990987 0.19736525 0.03672095
  0.01736938]]"
19499,thoros,You've got friends?,"[[0.21001038 0.21654473 0.08550919 0.0618977  0.1525573  0.02426235
  0.2492184 ]]"
19500,sandor,Not anymore. They're mine.,"[[0.05110131 0.05576823 0.02961575 0.03495954 0.05031191 0.00834882
  0.7698944 ]]"
19501,beric,It's the Brotherhoodo s good name they've dragged through the dirt.,"[[0.25465107 0.26558298 0.13148454 0.08131622 0.23081471 0.03175632
  0.0043942 ]]"
19502,sandor,"Fuck your name. They're mine. I killed you once before, Dondarrion. Happy to do it again.","[[4.1043156e-01 3.7907165e-01 1.4359196e-01 8.4643625e-06 6.6881232e-02
  1.5129792e-05 4.3308468e-09]]"
19503,sandor,"Drop that arrow, you bloody girl.","[[0.00148235 0.00187411 0.00315462 0.01835279 0.00418434 0.00153623
  0.9694156 ]]"
19504,sandor,Tougher girls than you have tried to kill me.,"[[0.04217108 0.04633106 0.02564462 0.03229889 0.04321554 0.0073099
  0.80302894]]"
19505,beric,You can have one of them.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19506,sandor,Two.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19507,thoros,"No, no, no.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19508,thoros,We're not butchers. We hang them.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19509,sandor,hanging? All over in an instant. Where's the punishment in that?,"[[0.300595   0.3066573  0.11650293 0.03658964 0.22309777 0.01555544
  0.00100197]]"
19510,thoros,They die.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19511,sandor,We all bloody die.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
