,Tweet,clean tweets,emotion
14594,i wanna go home,wanna go home,6
14595,The Life Of A College Stay At Home Mom: Delay in the Bash  http://bit.ly/CnyhP,life college stay home mom delay bash httpbitlycnyhp,6
14596,"@mjvarela black is good... tight, or should I say too tight, not so good.",mjvarela black good tight say tight good,6
14597,one year since I met matt corby,one year since met matt corby,6
14598,@selenagomez aww  cant wait to have you back in LA! &lt;333,selenagomez aww cant wait back la lt333,6
14599,its too early to be up,early,6
14600,@whore_hay The Twitter Happiness score for sw00p is: 418. http://happytweets.com I think I dropped by 1 point since yesterday.,whorehay twitter happiness score sw00p 418 httphappytweetscom think dropped 1 point since yesterday,6
14601,"Client consult in Valley Ranch, then home to work some more",client consult valley ranch home work,6
14602,i just learned the hard way that FireWire 800 isn't backwards compatible with FireWire 400,learned hard way firewire 800 isnt backwards compatible firewire 400,6
14603,"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie",lady clean im going calexico moment much things today wanna go watch hanna montana movie,6
14604,@Mashon96,mashon96,6
14605,@samsmith2709 aww,samsmith2709 aww,6
14606,@american_eagle Why don't you ship it to Japan?,americaneagle dont ship japan,6
14607,"everytime i go on threadless, it makes me sad because i probably wont buy any awesome shirts i see.",everytime go threadless makes sad probably wont buy awesome shis see,6
14608,"@DJGigiDred I already seen am and jazzy I know they blew the roof off! Was supposed 2 go to pony party, I couldn't make it out last night",djgigidred already seen jazzy know blew roof supposed 2 go pony pay couldnt make last night,6
14609,?sucks!?..,sucks,6
14610,@baldeggie I just changed the backgroung but now I have no profile ppicture,baldeggie changed backgroung profile ppicture,6
14611,"@madpierrot im sure  s'okay, ill save my $$ and before u know it weiss will be mine.",madpierrot im sure sokay ill save u know weiss mine,6
14612,"@hothusband_01 here is winter, but not snow",hothusband01 winter snow,6
14613,Missing everybody  http://myloc.me/21S1,missing everybody httpmylocme21s1,6
14614,@selenagomez do u ever answer ur fans on here?? i wish u would. i have a question i've been wanting to ask u for months,selenagomez u ever answer ur fans wish u would question ive wanting ask u months,6
14615,It would be that Dover race that they played on Classic.,would dover race played classic,6
14616,left my phone at home and wont get it back till 4am. dont call me!!,left phone home wont get back till 4am dont call,6
14617,"Two months ago, I became worthless.",two months ago became wohless,6
14618,"@babyjidesign: what a cute pic of the girls, and so vibrant.  I didn't get anything cpeven close.",babyjidesign cute pic girls vibrant didnt get anything cpeven close,6
14619,@thelongmile I was about the followfriday you back and it turned to saturday  Theres always next week! Any movements on the photo site?,thelongmile followfriday back turned saturday theres always next week movements photo site,6
14620,@Jenty late reply again! I have Tweetdeck.  Just always have to logged onto my work account   and forget to check my personal account.,jenty late reply tweetdeck always logged onto work account forget check personal account,6
14621,Confused about Twitter  everyone on Twitter follow me!,confused twitter everyone twitter follow,6
14622,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,poop shi insanely cracked screen iphone daaaang,6
14623,@hollingsworth yum. Do you do home delivery,hollingswoh yum home delivery,6
14624,I want to go see Up,want go see,6
14625,"Now that I think about it, when I get to the States they'll probably still be touring so they won't be at home  Dammit!",think get states theyll probably still touring wont home dammit,6
14626,back to basics,back basics,6
14627,@AndrewMayne does it work on the iPhone as my MacBook is flat,andrewmayne work iphone macbook flat,6
14628,Month end... still stuck in my office waiting for the stragglers to get there s#!t together.,month end still stuck office waiting stragglers get st together,6
14629,@jimmylala i'd rather find out from experience :-/ ...but where are the stories?,jimmylala id rather find experience stories,6
14630,"Has got the slow cooker going, now just to get ready for work",got slow cooker going get ready work,6
14631,Listening to Broken by Lifehouse (on repeat),listening broken lifehouse repeat,6
14632,@hellocuppycake no omelette today  dim sum tomorrow! FEAST!,hellocuppycake omelette today dim sum tomorrow feast,6
14633,"@richardescobar  Ok, just noticed it is in theatres now - don't know when it's showing in Vancouver though",richardescobar ok noticed theatres dont know showing vancouver though,6
14634,@danipoynterjudd yeah but i missed it 2nite,danipoynterjudd yeah missed 2nite,6
14635,exam on active directory tomorrow.,exam active directory tomorrow,6
14636,"@itsSamaraMorgan Gosh, no need to be so rude.",itssamaramorgan gosh need rude,6
14637,"@HealthBeautyDr  btw ... my sister's all ready know this little fact.  My 2nd oldest sisters husband is a keeper, tho'.  Her, not so much",healthbeautydr btw sisters ready know little fact 2nd oldest sisters husband keeper tho much,6
14638,@StephenMulhern I'm absolutely jealous as hell of Brenda,stephenmulhern im absolutely jealous hell brenda,6
14639,"@annie_escape awh, nooooo  i want a long update tooooo!",annieescape awh nooooo want long update tooooo,6
14640,@alex_navarro I wish this area offered chinese food delivery,alexnavarro wish area offered chinese food delivery,6
14641,@mitchelmusso i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy,mitchelmusso couldnt call time phone would run give shoutout happy,6
14642,@jimsissy end count  *hangs head lower*,jimsissy end count hangs head lower,6
14643,"Right folks, really must go now; have to babysit my nephew in the morning. Another early start. No Twilight time  Nare mind. Nightall. X",right folks really must go babysit nephew morning another early sta twilight time nare mind nightall x,6
14644,was late,late,6
14645,"Hi, my name is Kate and I'm addicted to mm's!",hi name kate im addicted mms,6
14646,getting dinner ready not much going on in my life it seems,getting dinner ready much going life seems,6
14647,Need dayquil,need dayquil,6
14648,"@lorrieb5 did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",lorrieb5 see 15 sec clip new moon trailer etonlinecom check big tease though,6
14649,counting down the hours until I can finally drink this blossom hill  stupid work,counting hours finally drink blossom hill stupid work,6
14650,@Mrgetmoneyent ahhhhh from work,mrgetmoneyent ahhhhh work,6
14651,I have assignment due by midnight in professional writing class &amp; I really wish I was already done with it Luv writing thought Id like it,assignment due midnight professional writing class amp really wish already done luv writing thought id like,6
14652,@southbel took my computer in for a new dvd drive &amp; screen wouldn't come back on  Had to order new computer &amp; wait...,southbel took computer new dvd drive amp screen wouldnt come back order new computer amp wait,6
14653,@Bnever oh darn i'm not in london,bnever oh darn im london,6
14654,My preorder of the Razer Sphex shipped today. I'll be paying to review it because Razer is ignoring my emails,preorder razer sphex shipped today ill paying review razer ignoring emails,6
14655,See that traffic northbound? That's my commute   http://twitpic.com/67x74,see traffic nohbound thats commute httptwitpiccom67x74,6
14656,@gay_emo_zac haha... I wouldn't be surprised... The few cute ones here are either taken or straight...,gayemozac haha wouldnt surprised cute ones either taken straight,6
14657,@rmwiley i feel you girl,rmwiley feel girl,6
14658,@angelealain  Hope you get to spend the weekend at home.,angelealain hope get spend weekend home,6
14659,@POPPORNBLOG ouch  does picking your nose count?,poppornblog ouch picking nose count,6
14660,@Amalari  I do not mean to laugh but a little giggle did come out - sorry,amalari mean laugh little giggle come sorry,6
14661,about to rehearse...starving!!!,rehearsestarving,6
14662,Juast got home... and I have to leave again!!!  BRB!!!,juast got home leave brb,6
14663,ARGH!! watching batman,argh watching batman,6
14664,@chaselongbeach at least she doesnt try to violently hump you like my (female) dog does,chaselongbeach least doesnt try violently hump like female dog,6
14665,@calvinharris i wannabe in dubai,calvinharris wannabe dubai,6
14666,going to jack's tribute match today,going jacks tribute match today,6
14667,"@robluketic Shoot, Rob I missed it. Just got home.",robluketic shoot rob missed got home,6
14668,i just got my nails done n i already messed them up  Alejandra &lt;3,got nails done n already messed alejandra lt3,6
14669,@socallove well grand has been cancelled due to the weather,socallove well grand cancelled due weather,6
14670,@johnnybeane What happened?!,johnnybeane happened,6
14671,@DJLTHEMASTERKEY i guesss,djlthemasterkey guesss,6
14672,No B2G1 for me.  Trying to save cash for next month's vacation.,b2g1 trying save cash next months vacation,6
14673,Work in a hour,work hour,6
14674,Liked &quot;I quit smoking in September of last year after 40 years - I hope one day I won't miss it  snivel whine&quot; http://ff.im/-3nVYG,liked quoti quit smoking september last year 40 years hope one day wont miss snivel whinequot httpffim3nvyg,6
14675,Finally lost FM97,finally lost fm97,6
14676,Matt Weiters' first at bat: fly out to RF,matt weiters first bat fly rf,6
14677,on my way to orlando and its raining,way orlando raining,6
14678,It's Friday and I don't have a job for the weekend,friday dont job weekend,6
14679,"drunk messi scares me, to be honest.",drunk messi scares honest,6
14680,@beckyainsley,beckyainsley,6
14681,@Applecored same,applecored,6
14682,@fetjuel Musashi's? Has a great rep. Or did you go to Kitaro,fetjuel musashis great rep go kitaro,6
14683,One of these times I'm going to have the self-awareness NOT to ask one of the principle mourners at a wake how they're doing.,one times im going selfawareness ask one principle mourners wake theyre,6
14684,"@graciep I have to agree, why didn't I get that when I was out.",graciep agree didnt get,6
14685,Off to my lil sisters  graduation...they grow up so quick,lil sisters graduationthey grow quick,6
14686,I can't find Tom Price on the tweeterwall,cant find tom price tweeterwall,6
14687,@DJFREEZY ummm not with me?,djfreezy ummm,6
14688,@jeangrae whyd u feel awful after last night?,jeangrae whyd u feel awful last night,6
14689,@myuze_me Thanks! Kinda bittersweet though,myuzeme thanks kinda bittersweet though,6
14690,just had dinner with scoop and said goodbye before our senior trips,dinner scoop said goodbye senior trips,6
14691,@Tabiamusic i skyped u  las nite,tabiamusic skyped u las nite,6
14692,"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint",httptwitpiccom67xv3 former pawnshop jimi hendrix got 1st guitar seattle check cashing joint,6
14693,@katekisss  meebo.com is a free thing &amp; it doesn't effect the comp that's what i use .,katekisss meebocom free thing amp doesnt effect comp thats use,6
14694,@lostalone So wish we could all be there,lostalone wish could,6
14695,Homework &amp; Study Guides,homework amp study guides,6
14696,time for bed up in 6 hours,time bed 6 hours,6
14697,@rikeezy or with any at all  boo. suits and grey hair.,rikeezy boo suits grey hair,6
14698,@donnaml40160 I haven't started packing,donnaml40160 havent staed packing,6
14699,@MelanieNugent Oh damn Im sorry!!  I have been so good not adding spoilers cause @blayze316 will be watching it later!,melanienugent oh damn im sorry good adding spoilers cause blayze316 watching later,6
14700,"@xxigetwet Sher is good. There were quite a few people that we didn't even get to see, due to me having court and rushing to see fam.",xxigetwet sher good quite people didnt even get see due cou rushing see fam,6
14701,"@Snoop71 Not so much a substitute as a variation. Ate too much, too. Oof",snoop71 much substitute variation ate much oof,6
14702,@MilaXX don't go to logan square we're pretty sure the shirt isn't there  1 more philly local tmrw,milaxx dont go logan square pretty sure shi isnt 1 philly local tmrw,6
14703,Just saw the Toy Story 3 trailer! It's about to get EPIC! Woody taking L's once again,saw toy story 3 trailer get epic woody taking ls,6
14704,Idk yet!!! @Jersey_Gyrl I wanna go soon tho...but I want more tweeps to be there,idk yet jerseygyrl wanna go soon thobut want tweeps,6
14705,@manthigh81 I didn't watch it,manthigh81 didnt watch,6
14706,@MathieuTO My neighbour is fond of loud Nickelback.,mathieuto neighbour fond loud nickelback,6
14707,"@PaulaFarris Ya gotta forgive them, dogs are just little people in fur coats, but I know the cleanup isn't fun",paulafarris ya gotta forgive dogs little people fur coats know cleanup isnt fun,6
14708,@caitlinjoneill that's why you are visiting alllllll the time next year.. It will never be the same though,caitlinjoneill thats visiting alllllll time next year never though,6
14709,"Waiting for pizza after work. Damn, there goes my tips.",waiting pizza work damn goes tips,6
14710,@DougBenson  NO YOU ARE EVIL I WANT ONE!!   #flaxandfiberfriday,dougbenson evil want one flaxandfiberfriday,6
14711,HEY GUYS IT'S WORKING NO NEED TO WORRY. i have tooo many followers tho ...,hey guys working need worry tooo many followers tho,6
14712,@AvaAmnesia  but then you won't see Her hotness much either,avaamnesia wont see hotness much either,6
14713,really wants to go see the script in NY in august... but no one will go with me,really wants go see script ny august one go,6
14714,ToonTown is down,toontown,6
14715,wants to sign up for the Germany field trip pero no tengo dinero.,wants sign germany field trip pero tengo dinero,6
14716,I think I might throw up... I only could eat half of my ice cream cone  http://twitpic.com/67ybk,think might throw could eat half ice cream cone httptwitpiccom67ybk,6
14717,@maniactive I'm thinking the &quot;Chevrolet Doom&quot; would be fitting for GM,maniactive im thinking quotchevrolet doomquot would fitting gm,6
14718,this has been a pretty shitty week. minus seeing @marktheescape. where is that muscle relaxer i need?,pretty shitty week minus seeing marktheescape muscle relaxer need,6
14719,"Wow, the new Google icons suck   http://bit.ly/z7JIE",wow new google icons suck httpbitlyz7jie,6
14720,@Peter5tewart yeah.. I left cause my pc can't run the client anymore. I had thought I would have a new one by now..,peter5tewa yeah left cause pc cant run client anymore thought would new one,6
14721,"@tristanhilliard oh nos, what happened",tristanhilliard oh nos happened,6
14722,i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,cannot sleep due watching uktv food keeps cravings bay think bodies guna ache tomro,6
14723,@zzerbe i'm on twitter! go me. i have no idea how to work it.,zzerbe im twitter go idea work,6
14724,nothing to do this evening.. MISSING LIFESTORY,nothing evening missing lifestory,6
14725,my finger is now pregnant,finger pregnant,6
14726,"@bkkrakora ew, i used to get &quot;suicides&quot; in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",bkkrakora ew used get quotsuicidesquot mid school mix like 5 sodas together drink think remember enjoying,6
14727,@love_ly We need to hang out!,lovely need hang,6
14728,taking a break from sewing to do some dishes,taking break sewing dishes,6
14729,Should not drink cheap wine,drink cheap wine,6
14730,@JennyLouis_420 why baby?,jennylouis420 baby,6
14731,"@kearycolbert june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym",kearycolbe june 15 1995 chino hills ca 1 day rained n june socalwe outside grad 2 move 2 gym,6
14732,I'm grounded til tomorrow. Sorry to anyone I made plans with.  It'll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,im grounded til tomorrow sorry anyone made plans itll tomorrow annoyed httpplurkcompx332r,6
14733,Someone fly me to Reno,someone fly reno,6
14734,"lumiere is not impressed with my cuddling. but then again, who is  http://sml.vg/jL0kI1",lumiere impressed cuddling httpsmlvgjl0ki1,6
14735,@thehar just got Zion tweet,thehar got zion tweet,6
14736,my tv is so boring,tv boring,6
14737,Writing reports....,writing repos,6
14738,Sports car + curb = flat tire.,spos car curb flat tire,6
14739,sitting in bed where I will be for the weekend.,sitting bed weekend,6
14740,"Crazy Legs is peepin @nina_parks at the pool hahaha She likes graf writers, not b-boys, sorry",crazy legs peepin ninaparks pool hahaha likes graf writers bboys sorry,6
14741,Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?,headed waterfront quick drink office peepscorsen building course booked suggestions,6
14742,Wow it's like a VPL fest in front of my office right now.,wow like vpl fest front office right,6
14743,"Almost made it out of the Apple Store with my MBP, but they didn't have the replacement fan in-stock.",almost made apple store mbp didnt replacement fan instock,6
14744,Yep. That good feeling didn't last.  back to sleeping for me.,yep good feeling didnt last back sleeping,6
14745,@g1mm34d my bad. I thought you were talking about today,g1mm34d bad thought talking today,6
14746,"dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking",dreading weekend every minute coursework done week learning 2 pages french speaking,6
14747,There are ants on my lollipop,ants lollipop,6
14748,UP isnt im 3-D..,isnt im 3d,6
14749,@irgxana  I know... kittie should be a professional....,irgxana know kittie professional,6
14750,@RelientTU That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am,relienttu would soooooo much geeky ultimate level work 9 530am,6
14751,@angellr Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!,angellr busy fantastic tried unplug days thank ff,6
14752,Nursing sore back today,nursing sore back today,6
14753,Wife and kids have made it to San Antonio...almost to Corpus!  Praying for safety the rest of the way.  Guess I'll watch the game alone,wife kids made san antonioalmost corpus praying safety rest way guess ill watch game alone,6
14754,"@medic60 all work, no play.",medic60 work play,6
14755,@plbrickner no I don't mind Kent it's just my best friend is going there and Im going to miss her,plbrickner dont mind kent best friend going im going miss,6
14756,"got stood up, again",got stood,6
14757,@BADDESTnLA I'm in traffic on the 405 and I still don't see the sun,baddestnla im traffic 405 still dont see sun,6
14758,tierd.i just want to talk,tierdi want talk,6
14759,@backstreetboys   why!!!! u have to bring it to you 24/7 like the @backstreet_team,backstreetboys u bring 247 like backstreetteam,6
14760,I can't help it if I'm a GRAMMAR NAZI!,cant help im grammar nazi,6
14761,@RobPattzNews  Youtube? outside the US can't see it,robpattznews youtube outside us cant see,6
14762,@hollymarie79 I have the twitter but I can't follow you,hollymarie79 twitter cant follow,6
14763,@knitkat it stings,knitkat stings,6
14764,I wanna listen to the full Send It On,wanna listen full send,6
14765,@calvinharris You should get tickets Scotland told! They aren't selling tickets for ANY of your scottish dates yet!,calvinharris get tickets scotland told arent selling tickets scottish dates yet,6
14766,goodbyeeee Arizona. See you in 3 weeks.,goodbyeeee arizona see 3 weeks,6
14767,nothing to do on a friday night,nothing friday night,6
14768,@Impala_Guy Iï¿½m afraid yes - both are true  I hope u r not disappointed yet,impalaguy iï¿½m afraid yes true hope u r disappointed yet,6
14769,tried to whore out my twitter @ FFAF but LJ dies everytime i try,tried whore twitter ffaf lj dies everytime try,6
14770,Ugh that walmart was so hot and white  is it wrong that I can see how people become agoraphobics?,ugh walma hot white wrong see people become agoraphobics,6
14771,Im moving to canada,im moving canada,6
14772,Anyone want my chocolate nutella mochi? Its just gonna go to waste,anyone want chocolate nutella mochi gonna go waste,6
14773,Ouchhhhhh I burnt my frkn tongue,ouchhhhhh burnt frkn tongue,6
14774,@Jalisa_ i know !  my BG looks emo now .! lol,jalisa know bg looks emo lol,6
14775,laying across my bed... hurt my back a few days ago,laying across bed hu back days ago,6
14776,it's Friday here in Chicago...and I'm stuck @ home AGH I'M BORED!!! grr!,friday chicagoand im stuck home agh im bored grr,6
14777,@AndyR3w wish i was rollin with ya,andyr3w wish rollin ya,6
14778,"missing my granpa, goingo to church, its been two hard months without him!!",missing granpa goingo church two hard months without,6
14779,My dad just told me that he wants to put me up for sale on craigslist,dad told wants put sale craigslist,6
14780,Im lonely werkin,im lonely werkin,6
14781,"@backstreetboys Hey boys, do you wanna see my teeth? (damn it, twitter donï¿½t wanna change my picture)",backstreetboys hey boys wanna see teeth damn twitter donï¿½t wanna change picture,6
14782,"@PrincessPDexter Ohhh, he is very regal man-cat! But he is blocked",princesspdexter ohhh regal mancat blocked,6
14783,"@cakewrecks that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we've got a long wait tho.",cakewrecks smell wafting thru grandparents house papaw smoker going backweve got long wait tho,6
14784,"Stepped on Coco's foot earlier while feeding the cats; no harm done AFAIK, but now she runs away from me",stepped cocos foot earlier feeding cats harm done afaik runs away,6
14785,@RezaEvol awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards,rezaevol awe wit snap fingers n nod head ur rain gone lolthxs hit afterwards,6
14786,@urbanfrolicker I'm going to Cali in like two weeks! But it's nor cal,urbanfrolicker im going cali like two weeks cal,6
14787,"@tamtamdoll no, New orleans.. been here since katrina ..",tamtamdoll new orleans since katrina,6
14788,I was the blue  lol http://twitpic.com/67zgz,blue lol httptwitpiccom67zgz,6
14789,No one's coming in,ones coming,6
14790,D'oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.,dohforgot ferry turns around going much sitting sun side deck closed,6
14791,@sophiebenjamin  it's very pleasant. i sooo rarely just have time to kill...,sophiebenjamin pleasant sooo rarely time kill,6
14792,@PrincessSuperC i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!,princesssuperc misss youhhhhhhh ci tell dem japenese ppl give yu computer sumthinnn ya twit fam misssesss supa c,6
14793,Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x,nite nite fellow tweeters goin put ipod n listen westlife missin guys headin sleep early sta 7am x,6
14794,@pandamachinne and i have cheese and no chips.,pandamachinne cheese chips,6
14795,@Bea0414 eh..not sure daw guesting ni cha on monday,bea0414 ehnot sure daw guesting ni cha monday,6
14796,Is on break...I'm so tired,breakim tired,6
14797,Tempted to buy MAC at ACW....even though I don't need anything....but I want to try dazzleglasses,tempted buy mac acweven though dont need anythingbut want try dazzleglasses,6
14798,@katevoegele WIsh they were in Toronto  Will you be coming back here soon?,katevoegele wish toronto coming back soon,6
14799,"@RedFieldWines @shakeNbake Bit of New Scientist, this weeks an last weeks, and Watership Down",redfieldwines shakenbake bit new scientist weeks last weeks watership,6
14800,might go to bed? No nightmares about bad grades tonight please!  Hmm!,might go bed nightmares bad grades tonight please hmm,6
14801,Environmental project,environmental project,6
14802,@NDM_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,ndm1 yeah went 5 days im trying get back november mom super soak stars weekend,6
14803,@kaiminoeau why have i not heard of said show?,kaiminoeau heard said show,6
14804,@avalm  i can never tells mommy!  or they will be means to me...,avalm never tells mommy means,6
14805,doin homework ugh,doin homework ugh,6
14806,in my room its too damn warm! windows open but im still cooking !,room damn warm windows open im still cooking,6
14807,"@frphoto pictures of your bliss?  In JPEG format?  Sorry, it's message board terminology and u don't play w/us on the boards",frphoto pictures bliss jpeg format sorry message board terminology u dont play wus boards,6
14808,@paulie just saw some of the photos... he had his shirt off again didn't he..,paulie saw photos shi didnt,6
14809,@gregmike saw that across the street for manuels. fur coats must be in short supply somewhere,gregmike saw across street manuels fur coats must sho supply somewhere,6
14810,@BuScooby yes its the twins  so i wontt be watching,buscooby yes twins wontt watching,6
14811,"@malikafaye Cool Sound!! Luv &quot;Drama&quot;, &quot;Love Game&quot; doesn't work on ur myspace...    Wish Good Luck!! XoXo from Spain",malikafaye cool sound luv quotdramaquot quotlove gamequot doesnt work ur myspace wish good luck xoxo spain,6
14812,Cleaning time soon,cleaning time soon,6
14813,http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,httpyfrogcom0xoxij fry bread good gave little pinch lettuce ha ha,6
14814,i can't see results for whyareyoustillhere,cant see results whyareyoustillhere,6
14815,its stormy,stormy,6
14816,Y!oi thay doi khi chung ta... thoi day!,yoi thay doi khi chung ta thoi day,6
14817,Practice was a beast today. Not going to see Julian tonight,practice beast today going see julian tonight,6
14818,I don't wanna work tonight,dont wanna work tonight,6
14819,@kailaengland Im salaried so I don't make any more or less no matter how many hrs I work.  Comes with the territory I suppose.,kailaengland im salaried dont make less matter many hrs work comes territory suppose,6
14820,really not lookin forward to monday  bak to college,really lookin forward monday bak college,6
14821,@rufmac I had a priest that said &quot;unnecessary anxiety&quot;,rufmac priest said quotunnecessary anxietyquot,6
14822,Lots of noisy peeps outside,lots noisy peeps outside,6
14823,@backstreetboys I wish you guys had gotten it on video,backstreetboys wish guys gotten video,6
14824,Bouncing Rush makes me feel nauseous,bouncing rush makes feel nauseous,6
14825,finishing washing dishes,finishing washing dishes,6
14826,@estMay89 been there!  need somewhere NEW,estmay89 need somewhere new,6
14827,just dropped my biscuit in my tea,dropped biscuit tea,6
14828,was hoping to go to Red Lobster this weekend,hoping go red lobster weekend,6
14829,I got paint in my hair,got paint hair,6
14830,@AwesomeKenn lame right?  do u know what dates you'll be in Cali?,awesomekenn lame right u know dates youll cali,6
14831,@marue720 nope  i'm sooo curious....,marue720 nope im sooo curious,6
14832,@WerewolfSeth I wanted to see it until I saw that it was PG 13. That totally bummed me out.,werewolfseth wanted see saw pg 13 totally bummed,6
14833,tripping through tiredness is nottt nice,tripping tiredness nottt nice,6
14834,Is watching acoustic performances! &amp; In the mood for a good &quot;FRIENDS&quot; episode! I miss that show,watching acoustic performances amp mood good quotfriendsquot episode miss show,6
14835,@16_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,16mileycyrus wont let twitter keeps saying twitter capacity something bird keeps coming,6
14836,@HeatherShorter wish I had something to toast with .... but all i have is a glass of water,heathershoer wish something toast glass water,6
14837,Can't change my profile or settings,cant change profile settings,6
14838,@LOPchelle @marchie1 in chicago until 8:20  ...just landed xoxo,lopchelle marchie1 chicago 820 landed xoxo,6
14839,Bout to hit pmark then make one of my final meals wit the housemates..,bout hit pmark make one final meals wit housemates,6
14840,"@CaliLewis Welcome back to the Bay Area. Does In and Out call to you?  Wish I could meet ya at the meetup, but I'll be working a gig.",calilewis welcome back bay area call wish could meet ya meetup ill working gig,6
14841,@abby_in_love scanton?! that's farrr  elaine got her cartilage pierced! it's so cute!,abbyinlove scanton thats farrr elaine got cailage pierced cute,6
14842,Def isn't. I don't even feel like me without a pic next to my tweet.,def isnt dont even feel like without pic next tweet,6
14843,"im hungry, &amp; i dunno what to make..i want popcorn chicken w. mac &amp; cheese",im hungry amp dunno makei want popcorn chicken w mac amp cheese,6
14844,Ok im good again . Headed home i look like a wet dog,ok im good headed home look like wet dog,6
14845,@giselle2323 - ummmm. no comment. LOL. I actually have not watched GH in about a week.,giselle2323 ummmm comment lol actually watched gh week,6
14846,Home now. Some invaders have taken over my base,home invaders taken base,6
14847,"The ballerina family is super nice, albeit a little too controlling of their son's life, but the bayou family is so judgemental.",ballerina family super nice albeit little controlling sons life bayou family judgemental,6
14848,"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",sometimes wish man could pee stand scratch chest instead lies breast hah,6
14849,@PheenX crud is all I can say,pheenx crud say,6
14850,@absolutsilver I hear you sister!!    Same here.,absolutsilver hear sister,6
14851,Slipped up and caught the flu  feeling like poop!,slipped caught flu feeling like poop,6
14852,@jennahmonet jennah can u just tell jay i said good night plz? im asking nicely!,jennahmonet jennah u tell jay said good night plz im asking nicely,6
14853,@LaSandraC ya'll going out without me,lasandrac yall going without,6
14854,has a really really itchy eye,really really itchy eye,6
14855,@gleek he'll be out of school in 18mos! He just started again,gleek hell school 18mos staed,6
14856,Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,spoke culture rackers castle time awesome mexican food drinkingantibiotics,6
14857,Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute,rehearsal rob delucca thingy next month nothing like learning new songs last minute,6
14858,@philthemayor1 dagnabbitt... u kno I wanna go... gotta do a couple laps in the pool though....,philthemayor1 dagnabbitt u kno wanna go gotta couple laps pool though,6
14859,"@jordanlyn  Can we turn back time, make it so you didn't hurt your knee so bad.. :'( and then you can come to mine and never be ignored??",jordanlyn turn back time make didnt hu knee bad come mine never ignored,6
14860,"@roomerholmes I know it's in HD, but Comcast doesn't have it.",roomerholmes know hd comcast doesnt,6
14861,"@Scandalous an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot",scandalous iphone app came months back called zemote bumped domain zemotecom 1 spot,6
14862,yeah but i was trying to send a msg to you  :S also trying to put a pic on but it aint happening   do they have to approve it or summit?,yeah trying send msg also trying put pic aint happening approve summit,6
14863,washed eye out but got water up my sleeve,washed eye got water sleeve,6
14864,@Anthony_y_Tony and didn't bring me any????  You suck,anthonyytony didnt bring suck,6
14865,"@JWReynolds My mum and Brett went to see it today... I thought I was invited, but they left without me",jwreynolds mum brett went see today thought invited left without,6
14866,just got outta work.  ....... Frankie's house.,got outta work frankies house,6
14867,@Patti0713 It's not on my cable carrier. Only Space channel,patti0713 cable carrier space channel,6
14868,@kupcakes welcome to my life,kupcakes welcome life,6
14869,cant get onto twitter on the Internet,cant get onto twitter internet,6
14870,"Just a very quick 'hello' , 'goodbye' &amp; 'enjoy the party' from this very tired UK blogger who unfortunately needs sleep  #BEAtwittyparty",quick hello goodbye amp enjoy pay tired uk blogger unfounately needs sleep beatwittypay,6
14871,Man! I can't stop being freakin' hungry!,man cant stop freakin hungry,6
14872,dang last url went down  ? http://blip.fm/~7aigm,dang last url went httpblipfm7aigm,6
14873,Im bumbed though cuz ima miss da laker game        |double sad face|,im bumbed though cuz ima miss da laker game double sad face,6
14874,Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.,food cheesecake factory w travis lost passpo btwn sd lv,6
14875,"So tired of driving, I really could use a chauffeur",tired driving really could use chauffeur,6
14876,@h2osarah I really wish I could,h2osarah really wish could,6
