,Tweet,emotion,clean tweets
13852,@IfeBaby,6,ifebaby
13853,the dates of the hockey games were confused they're next week,6,dates hockey games confused theyre next week
13854,@mitchelmusso i guess you get loads of emails &amp; people asking you stuff al the time but i seriously wonder if you ever read my comments  x,6,mitchelmusso guess get loads emails amp people asking stuff al time seriously wonder ever read comments x
13855,I hve a fat kink in my neck  maybe someone handsome will massage it out later?  we'll see!,6,hve fat kink neck maybe someone handsome massage later well see
13856,@Momofnation is it bad that I sort of want her to miss me?  I know I will be missing her.,6,momofnation bad so want miss know missing
13857,I am finally on a roll... now time to stop.   Is it weird when you love what you do?,6,finally roll time stop weird love
13858,whew. did some more vacuuming. what a good time! You should vacuum.,6,whew vacuuming good time vacuum
13859,@robotadam I was hoping I could just drop them into ~/.vim so both Vim and MacVim could share them,6,robotadam hoping could drop vim vim macvim could share
13860,Gettin my cardio on right now. Walkin to the train station awww I so miss the gym,6,gettin cardio right walkin train station awww miss gym
13861,just got home and  i got to freakkin clen,6,got home got freakkin clen
13862,So into sweating degens at the WSOP I'm using twitter,6,sweating degens wsop im using twitter
13863,#BGT should little Holly perform in tomorrow night's final? Poor little mite looked terrified. So brave and fantastic voice but scared,6,bgt little holly perform tomorrow nights final poor little mite looked terrified brave fantastic voice scared
13864,@ladyinurdreamz dude!!! wtf!! I text you this morning so that you can take care of me! so uncool..... it's confirmed... you hate me,6,ladyinurdreamz dude wtf text morning take care uncool confirmed hate
13865,Gotta get up early tomorrow...gotta be at work for 9,6,gotta get early tomorrowgotta work 9
13866,oh godddd I coughed up a little bit of taco,6,oh godddd coughed little bit taco
13867,wishes it was this time last week,6,wishes time last week
13868,gots a headache now,6,gots headache
13869,@britttnicole you don't like them?,6,britttnicole dont like
13870,@PerezHilton perez....... The YouTube video isn't working,6,perezhilton perez youtube video isnt working
13871,@Jordanknight Hi Jordan i'm gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don't leave us out.,6,jordanknight hi jordan im gonna ui know ur busy know ur probably tired please reschedule nc dont leave us
13872,@RussellMoyer ahaha i know. but now i can't do anything over the weekend,6,russellmoyer ahaha know cant anything weekend
13873,@djmo27 Don't count on it,6,djmo27 dont count
13874,I'm trying to tag myself on @Jonasbrothers picture on facebook but it already has 50 tags.  lol,6,im trying tag jonasbrothers picture facebook already 50 tags lol
13875,@RyaNakaTheR i havent been out west since 07...i think i picked a bad wknd b/c its overcast out here tho,6,ryanakather havent west since 07i think picked bad wknd bc overcast tho
13876,got a super cold!,6,got super cold
13877,"@man_wi_no_name nope!  the printer in the library didn't work, ill have to pass it in monday",6,manwinoname nope printer library didnt work ill pass monday
13878,3 margs. Driving home in the rain now,6,3 margs driving home rain
13879,"@abacab1975 I'm not sure which part you're replying to, lol - but BB starts soon",6,abacab1975 im sure pa youre replying lol bb stas soon
13880,@yelyahwilliams you didn't include @itstayloryall in the &quot;Follow Friday&quot;,6,yelyahwilliams didnt include itstayloryall quotfollow fridayquot
13881,"@thedinnerlady  I could never do that to one of my children, look what happened to Nina Zavaroni (sp) Brooke Shields and Drew Barrymore",6,thedinnerlady could never one children look happened nina zavaroni sp brooke shields drew barrymore
13882,@emzyjonas i know they r lol i hope she does she said she will,6,emzyjonas know r lol hope said
13883,@dopey1972 I agree  pre decided I think...,6,dopey1972 agree pre decided think
13884,@MidtownLunch Loads of Beard papas have disappeared in the UK too,6,midtownlunch loads beard papas disappeared uk
13885,@brigwyn someone came in when I was sleeping off my national passtime and turned me human,6,brigwyn someone came sleeping national passtime turned human
13886,@FakerParis boo. i got rained out at the beach.,6,fakerparis boo got rained beach
13887,@jen_dang my phone is still broken.  just come over whenever.,6,jendang phone still broken come whenever
13888,"twitter,facebook,myspace...no phone still",6,twitterfacebookmyspaceno phone still
13889,"not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you'll all be the first to know if interested",6,sure use neko tix sunday night may offering someone else youll first know interested
13890,@atkailash I know,6,atkailash know
13891,@lipzs0juicy I was in the shower  sorrrrrryyy,6,lipzs0juicy shower sorrrrrryyy
13892,I wanna be wif my boyfrannnnn,6,wanna wif boyfrannnnn
13893,Britain's got (good) Weather. I wish I had some of that over here.,6,britains got good weather wish
13894,Aww man I left all my laffy taffy's at work,6,aww man left laffy taffys work
13895,Thundershowers plus baseball equals awwww,6,thundershowers plus baseball equals awwww
13896,@PDX_Grenade The link 404'd.,6,pdxgrenade link 404d
13897,"Firefox again taking upwards of 600k of memory, time to restart ff",6,firefox taking upwards 600k memory time resta ff
13898,@JonasBrother_NJ Oh! I'm only in my 7   I just joined Twitter a few days ago....,6,jonasbrothernj oh im 7 joined twitter days ago
13899,Another long day at Hallmark.,6,another long day hallmark
13900,@thisisryanross I'm not giving up http://bit.ly/SnjEn,6,thisisryanross im giving httpbitlysnjen
13901,@anabear so do I!  But nothing near me right now,6,anabear nothing near right
13902,Traffic backed up inbound Lincoln tunnel,6,traffic backed inbound lincoln tunnel
13903,Getting ready for work.,6,getting ready work
13904,"@Sarawkweird Hm, maybe Louise Rennison will break tradition and it will be out in October instead  I always order the UK versions anyway",6,sarawkweird hm maybe louise rennison break tradition october instead always order uk versions anyway
13905,@dkmissie Without anyone,6,dkmissie without anyone
13906,@willem138 What happened to Dave?,6,willem138 happened dave
13907,"@HilaryJ Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD",6,hilaryj sure tell happens prechilled watermelon leave car tx week good
13908,@bellware not an easy place for me to access   Task-based ux is something I've been thinking about. I'd like to hear the criticisms.,6,bellware easy place access taskbased ux something ive thinking id like hear criticisms
13909,@charlyblue I could barely choke it down,6,charlyblue could barely choke
13910,scary cape guy,6,scary cape guy
13911,@Nessie__Cullen_ lol  emmett wont do a dance off again,6,nessiecullen lol emmett wont dance
13912,"Damn Rain!!!!! Oh well, looks like the only football I'll experience today is the FA cup final!",6,damn rain oh well looks like football ill experience today fa cup final
13913,@YoUnGMaiine never stop in T1,6,youngmaiine never stop t1
13914,wants TFA back.  http://plurk.com/p/x2rgl,6,wants tfa back httpplurkcompx2rgl
13915,@chaoszac *fretful look* Okay. But I think it's mumbling something. It's a bit muffled under the hat but it sounds like &quot;I need Lactose&quot;.,6,chaoszac fretful look okay think mumbling something bit muffled hat sounds like quoti need lactosequot
13916,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",6,im done cold really wanna go tonight really dont feel like
13917,@antoniia07 sheep!!!!wassup???i miss you    see you on monday!,6,antoniia07 sheepwassupi miss see monday
13918,@xheiligsein We decided I'd probably forget I had it in my pocket and sit on it by accident,6,xheiligsein decided id probably forget pocket sit accident
13919,@sjzara The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,6,sjzara little weeping nervous girl put along 12 yr old quite good dancing boy greg lovely singer came 3rd
13920,"@ddlovato today &quot;sonny with a chance&quot; came to brazil, i loved it!! you're amazing &lt;33 please reply",6,ddlovato today quotsonny chancequot came brazil loved youre amazing lt33 please reply
13921,@PerezHilton oh that was said perez,6,perezhilton oh said perez
13922,new project @ work,6,new project work
13923,@savagemic @MailChimp hired all the smart monkeys for e-mail marketing...,6,savagemic mailchimp hired sma monkeys email marketing
13924,Soaked in the rain in 30 seconds and I wasn't even hiking 8.4 miles with 2.5 miles in the rain like last weekend.,6,soaked rain 30 seconds wasnt even hiking 84 miles 25 miles rain like last weekend
13925,Didn't get a band leadership position,6,didnt get band leadership position
13926,@butterfly562 Not sure yet... they said we'll see,6,butterfly562 sure yet said well see
13927,ugly girls always insist on making ugly faces!  ugh!,6,ugly girls always insist making ugly faces ugh
13928,The new Lego Rock Band trailer looks pretty weird. They coulda done a better job making it  http://bit.ly/jCfk7,6,new lego rock band trailer looks pretty weird coulda done better job making httpbitlyjcfk7
13929,Waiting,6,waiting
13930,my school is like the only one thats NOT on vacation.,6,school like one thats vacation
13931,I wish I could just go for a drive..or a movie or the store..I just wanna be alone,6,wish could go driveor movie storei wanna alone
13932,"@LaurenHaleStorm yeah, we're on our way home",6,laurenhalestorm yeah way home
13933,cof Cof Cof!,6,cof cof cof
13934,Almost lost my phone.,6,almost lost phone
13935,@QueenM81 Nope,6,queenm81 nope
13936,"Awake again , I give up , I'm going to ready for today",6,awake give im going ready today
13937,@FreelanceSw Why so expensive,6,freelancesw expensive
13938,Just ate at chipolte... Ate more than i usually do... Now i'm ew full... Not content full but ew full...,6,ate chipolte ate usually im ew full content full ew full
13939,@Buffalo_Souljaa I couldn't eat 2,6,buffalosouljaa couldnt eat 2
13940,@FrazJ i wish we had sun lollies for me to get addicted  what flavour?,6,frazj wish sun lollies get addicted flavour
13941,@xkodakx FATTY! omg i just found the worst shit out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,6,xkodakx fatty omg found worst shit idk need talk hopefully see get work
13942,No fair tonight. Rain.,6,fair tonight rain
13943,@mosaicbooks and now they are one. To become a bigger pain.,6,mosaicbooks one become bigger pain
13944,@potdeyahourt putain,6,potdeyahou putain
13945,"@CXI Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it",6,cxi thanks found link httpbitlyuxofo however think need customer download
13946,@mattjay Hey! That's about what ours was... for round 1. :/ Round 2 next week...,6,mattjay hey thats round 1 round 2 next week
13947,annoyed the #ppt didn't save my changes.  When I explicitly saved.,6,annoyed ppt didnt save changes explicitly saved
13948,@_JAYYTEE yea i knw,6,jayytee yea knw
13949,yeah me too.,6,yeah
13950,Terminator Salvation... by myself.,6,terminator salvation
13951,@thisisryanross Ryaaaaaaaaaaaaan  http://bit.ly/SnjEn,6,thisisryanross ryaaaaaaaaaaaaan httpbitlysnjen
13952,"Colleague that &quot;helped&quot; by creating his unit's site in iWeb was NOT helpful. Trash code, 24 CSS files for a 4 page site, no optimizing.",6,colleague quothelpedquot creating units site iweb helpful trash code 24 css files 4 page site optimizing
13953,that 'preview' of a trailer for new moon was a joke...14 seconds. still watched it tho. twice. lol figured i missed something! still sick,6,preview trailer new moon joke14 seconds still watched tho twice lol figured missed something still sick
13954,I'm completely exhausted thanks to yesterday.  Can I go home yet?,6,im completely exhausted thanks yesterday go home yet
13955,i`m so tired,6,im tired
13956,@RaemonVip  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,6,raemonvip tell said happy bihday tomorrow talking raymond
13957,Some d-bag stole @Catfairbanks bike,6,dbag stole catfairbanks bike
13958,Game 6...who wants it...u already know who the league wants,6,game 6who wants itu already know league wants
13959,"@Mali_Marls Nah I got bare work to do, 3 weeks left and I'm bare behind",6,malimarls nah got bare work 3 weeks left im bare behind
13960,@AngieMac78  i know i'm changin it again,6,angiemac78 know im changin
13961,@GrangerSmith Glad to know you guys got there safe. Have a great show tonight! Wish I could be there.,6,grangersmith glad know guys got safe great show tonight wish could
13962,misses lance already...,6,misses lance already
13963,Toy Story 3 trailer premiered with Up. I need my computer back.,6,toy story 3 trailer premiered need computer back
13964,Still working,6,still working
13965,Wish I could go hear Mint Condition tommorow night,6,wish could go hear mint condition tommorow night
13966,I wanna make a new vlog update tomorrow. But I have homework to do as well.,6,wanna make new vlog update tomorrow homework well
13967,Watching Ripley's Believe it or Not while eating=bad choice,6,watching ripleys believe eatingbad choice
13968,@DangerAdamJonas  I saw you in the facebook live chat... but you will have to answer my question the next time  !,6,dangeradamjonas saw facebook live chat answer question next time
13969,"@BerlyAnne lol, don't rub it in",6,berlyanne lol dont rub
13970,Humidity is NOT my friend! Just ask my hair,6,humidity friend ask hair
13971,#iusedtobescaredof the girls in the year above me at school,6,iusedtobescaredof girls year school
13972,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,6,gymnastics time last night teaching friday evening classes new summer schedule stas next week
13973,Was eating a manderin. But it's all gone now!,6,eating manderin gone
13974,@redefinition if only the weather would cooperate for us to get in the pool right now. It's been too cold all spring,6,redefinition weather would cooperate us get pool right cold spring
13975,wishing i was karen from will&amp;grace,6,wishing karen willampgrace
13976,@ledoug actually was planning on working @ w12th but alas meetings kaiboshed that plan,6,ledoug actually planning working w12th alas meetings kaiboshed plan
13977,@lilxcutiesworld I guess @anilam18 cant request  the same song though,6,lilxcutiesworld guess anilam18 cant request song though
13978,I had fries and an ariZona at 1130 and that's the only thing I ate today.  feeeeeed meeeeee,6,fries arizona 1130 thats thing ate today feeeeeed meeeeee
13979,ONE OF THE WORST DAYS OF MY LIFE.,6,one worst days life
13980,you know ur dog is getting old when she sits down to eat...poor hilly please don't grow up,6,know ur dog getting old sits eatpoor hilly please dont grow
13981,Going to work,6,going work
13982,It's been 2 days without gas...the gas company turned it off to do maintenance. I can't cook.,6,2 days without gasthe gas company turned maintenance cant cook
13983,@a_simple_girl @BuzzEdition I have to miss the festivities this evening.  Heading up the hill and won't have internet and no BB service.,6,asimplegirl buzzedition miss festivities evening heading hill wont internet bb service
13984,@TheCre8ive  Glad you're ok!,6,thecre8ive glad youre ok
13985,@chrisstjohn http://my.barackobama.com/page/content/iphone but it no longer seems to be in the app store.,6,chrisstjohn httpmybarackobamacompagecontentiphone longer seems app store
13986,Been working so hard - its a drag not having time to tweet.!,6,working hard drag time tweet
13987,My eyes hurt,6,eyes hu
13988,I wanna be at BEA as well!!!!   #BEA09,6,wanna bea well bea09
13989,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that'll never go away...",6,miss jokes making fun ppl throwing ideas songs movies shows eachother thatll never go away
13990,@R_casagrande haha thanks. but if it keeps raining i might not go,6,rcasagrande haha thanks keeps raining might go
13991,@TomFelton Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her,6,tomfelton seen girl httpbitly14lvi feel bad
13992,@Bronques Oh THOSE messages. Probably not,6,bronques oh messages probably
13993,Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won't reply me  &lt;333 Maria,6,guys serious question song like cds honest know wont reply lt333 maria
13994,@ReikoEoh I bet this would've been fixed if I could've called up @Twitter on the phone and explain this whole situation. Jeez.,6,reikoeoh bet wouldve fixed couldve called twitter phone explain whole situation jeez
13995,@andy2dx Awww boo. Maybe i wont be sober during 3s team at evo. I need to snag someone to be my partner,6,andy2dx awww boo maybe wont sober 3s team evo need snag someone paner
13996,@kaydence02 we r the lost troopers. But I want to know,6,kaydence02 r lost troopers want know
13997,@balmainbazaar agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,6,balmainbazaar agree facehunter embarrassing representation compare swedes look like born stylish
13998,@oncherrystreet I thought all the Apple Store and/or Best Buy guys wanted on?!,6,oncherrystreet thought apple store andor best buy guys wanted
13999,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",6,man looking packing books looking past lives feeling kind sentimental
14000,@QRock2005 I was in there earlier I'm not at home  I'm ok my iPod!,6,qrock2005 earlier im home im ok ipod
14001,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky.",6,oh please wanted complete unfinished tweet 5 tweets cropped tweet looks dorky
14002,"@grouptweet Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer",6,grouptweet great service find time lag time posting appearance twitter small downer
14003,@jspatton: sorry forgot that,6,jspatton sorry forgot
14004,@Pisces_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt,6,pisces1988 cool wish could av gone 2 da 1 live couldnt
14005,@caligirl00 ur Mom just called. Guess NOT. C U @ 5,6,caligirl00 ur mom called guess c u 5
14006,@Faerie27 did you put a spoon in it?,6,faerie27 put spoon
14007,never part of these follow fridays,6,never pa follow fridays
14008,@DearFloyd  u don't know harajuku lovers?,6,dearfloyd u dont know harajuku lovers
14009,its raining,6,raining
14010,work  I don't wanna go  excited fir Sunday though!,6,work dont wanna go excited fir sunday though
14011,@faffypants maybe.  his real name wasnt tommy?,6,faffypants maybe real name wasnt tommy
14012,Ugh cramps  and it's hot,6,ugh cramps hot
14013,@cocotteloup Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!,6,cocotteloup awww works ok apple laptop might little difference
14014,"@AngelaKeen It felt nice, but staying outside for too long and your definitely getting burned! Hurricane season is here though",6,angelakeen felt nice staying outside long definitely getting burned hurricane season though
14015,iPod touch = brick.,6,ipod touch brick
14016,I was so hype about it being Friday &amp; it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.,6,hype friday amp raining outsideno rain day rainin time kickitmr sun trippin
14017,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,6,paris 2moro packill wake 8 yes dance lesson 9
14018,Turn over report...done,6,turn repodone
14019,"@dennispillion @WaffleSauce Ugh, you people and your fancy trips to Italy while I'm slaving away at this computer.",6,dennispillion wafflesauce ugh people fancy trips italy im slaving away computer
14020,@mell_e im going to my dance class now,6,melle im going dance class
14021,@dummerboyk: psh...didn't even pay for me though,6,dummerboyk pshdidnt even pay though
14022,@mareyachristina haha i wish i could! I look like a little boy now,6,mareyachristina haha wish could look like little boy
14023,@thomasfiss I love you Thomas.I will always respect and support your decision.and I'll miss you  but you're gonna do amazing things &lt;3 you,6,thomasfiss love thomasi always respect suppo decisionand ill miss youre gonna amazing things lt3
14024,@theBrandiCyrus I don't think u look horrible and de my mmommy pits up embarrisong facebook picturesnof me,6,thebrandicyrus dont think u look horrible de mmommy pits embarrisong facebook picturesnof
14025,@geoffjones just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol,6,geoffjones looked hotel web sitewhat place massage thats job lol lol
14026,@regent_lord But that means you'll leave me alone.,6,regentlord means youll leave alone
14027,Awaiting reply from two projects. One cancelled.,6,awaiting reply two projects one cancelled
14028,@whatswhat_sian lol. I don't have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,6,whatswhatsian lol dont benefit sky hubbie watching sit thru
14029,OMGosh! it's 79 degrees and I'm sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!,6,omgosh 79 degrees im sweating miserable gonna visit atx needac needac
14030,awww  Lukes been evicted from the Quiz,6,awww lukes evicted quiz
14031,"@foursquare any chance you'll have  a Madison, WI location soon?  maybe too small...",6,foursquare chance youll madison wi location soon maybe small
14032,@Livvixo go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it's www.direct.gov.uk/studentfinance :],6,livvixo go 1 want go bro switch 1st time wwwdirectgovukstudentfinance
14033,Damn everyones nappin on the beach. I wake up and half the crew is ko'd lol aww i wish i had a cuddy buddy tho,6,damn everyones nappin beach wake half crew kod lol aww wish cuddy buddy tho
14034,@like_an_emo es tut mir leid?,6,likeanemo es tut mir leid
14035,Was eating a tomato and it squirted all over me.,6,eating tomato squied
14036,0,6,0
14037,@sarahphymn Or FTRH -- For The Ride Home,6,sarahphymn ftrh ride home
14038,"@crusaderz4life not here for long hun, head hurts",6,crusaderz4life long hun head hus
14039,sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself,6,sitting homeneed pricing garage sale itemsbut help boring
14040,@natebunnyfield no! Work came up,6,natebunnyfield work came
14041,Who builds a hotel without air-con? Bloody boiling in here...,6,builds hotel without aircon bloody boiling
14042,@misskristelle Love to but can't swing the 11 am  I would more than likely do an evening tweetup in the future!,6,misskristelle love cant swing 11 would likely evening tweetup future
14043,@RedxRojo naw idk what ur talkin about,6,redxrojo naw idk ur talkin
14044,"I'm needing a girls night, wearing sweats, watching movies, eating chocolate and talking about boys",6,im needing girls night wearing sweats watching movies eating chocolate talking boys
14045,I miss the Air Canada Centre and Andy Frost...,6,miss air canada centre andy frost
14046,@zyber17  does he have a twitter?,6,zyber17 twitter
14047,Leaving for work.,6,leaving work
14048,Just saw a land rover pull into the school parking lot and thought it was spencer,6,saw land rover pull school parking lot thought spencer
14049,Why aren't we Facebook buds @MISSCOKASPLASH?,6,arent facebook buds misscokasplash
14050,is so bored,6,bored
14051,"@DianeNeal Livin' large, huh? I've got the same hammock...no tree to hang it from",6,dianeneal livin large huh ive got hammockno tree hang
14052,I didn't bring my pokemon with me I forgot them at home,6,didnt bring pokemon forgot home
14053,@angelinexo this hiatus of yours is like... really long. Boo,6,angelinexo hiatus like really long boo
14054,I wish my roommates were coming home soon  maybe i should take a nap to waste time,6,wish roommates coming home soon maybe take nap waste time
14055,"@camila_bmac I knooow, I want to sail",6,camilabmac knooow want sail
14056,@PaulaAbdul ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans,6,paulaabdul ahh naa dont like rain nm really friend comin goin 2 grans
14057,@AnnaInTheHouse I don't know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,6,annainthehouse dont know send anna let think bit find way
14058,"@lockylisa Wow, your spam really has everything covered! Mine's almost all penis enlargement stuff.",6,lockylisa wow spam really everything covered mines almost penis enlargement stuff
14059,@gillismail @d4nz  ya'll are the only ones that cant see it   Maybe its just the twitter link or something??,6,gillismail d4nz yall ones cant see maybe twitter link something
14060,@SooSpecial i did that but my INS wouldn't pay for the therapy  so now i dk what to do!!,6,soospecial ins wouldnt pay therapy dk
14061,Coco still out,6,coco still
14062,4 fillings to the good(?); two more appointments to go,6,4 fillings good two appointments go
14063,@Patrick_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,6,patrickschulz lucky u park maybe sho period really stuff done untill wed
14064,"OHHH darn, forgot about a phonecall I had to make since Monday.. GREAT!!! now they're closed",6,ohhh darn forgot phonecall make since monday great theyre closed
14065,@coffeeplus Last two and know they are going to be weepies,6,coffeeplus last two know going weepies
14066,I Want To Go See Up. But I Don't Want To Go With My Mom And Brother.,6,want go see dont want go mom brother
14067,"@campingal if our office bldg. sells we will move to another smaller one that we own, but will lose the gym",6,campingal office bldg sells move another smaller one lose gym
14068,@dressjunkie I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,6,dressjunkie hes friend went bf something read httpisgdjmjb
14069,@nzbeks word......funeral....just had one 2day,6,nzbeks wordfuneraljust one 2day
14070,@angeltalks I would watch if I was at home,6,angeltalks would watch home
14071,Waiting in line to get gas..94 degrees today,6,waiting line get gas94 degrees today
14072,SO MUCH WORK !,6,much work
14073,Exam is commmmmiinnnnnggggggg !,6,exam commmmmiinnnnnggggggg
14074,@chezery awww!  We can do that and then go to Chick Fila,6,chezery awww go chick fila
14075,@RoisinMcK Miss you,6,roisinmck miss
14076,its raining in MD,6,raining md
14077,ipod died today,6,ipod died today
14078,On duty in the students union with only 3 punters. There are more of us here than members of the public,6,duty students union 3 punters us members public
14079,@LucasCruikshank that doesn't sound like fun,6,lucascruikshank doesnt sound like fun
14080,put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM,6,put ad craigslistquebec 4 tan salad plates bird drawings 1 area time still need 3 got 2 tuesday
14081,Where are my peeps? And my boyfriend? In Miami,6,peeps boyfriend miami
14082,early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company,6,early phonograph industry done rest apm revise berry green rabbit ribena man company
14083,@djhazzard whoa... if the alcohol won't get you buzzed... the price will,6,djhazzard whoa alcohol wont get buzzed price
14084,@kristianinicole I left it @ home  http://myloc.me/21cN,6,kristianinicole left home httpmylocme21cn
14085,@luckystarlaura was there yet another semi final tonight?,6,luckystarlaura yet another semi final tonight
14086,Saw the blink show from the tmobile party. I'm speachless,6,saw blink show tmobile pay im speachless
14087,"@helen_bop and that marisa mauro can go use a banana as a dildo. srsly, some people are such arseholes",6,helenbop marisa mauro go use banana dildo srsly people arseholes
14088,@miniatus  I wish I could !!!!!,6,miniatus wish could
14089,wished I watched jon &amp; kate plus 8 on monday,6,wished watched jon amp kate plus 8 monday
14090,@jennypoynter i want frosties now,6,jennypoynter want frosties
14091,@MsJuicy313 Lol...  Its NOT the same!!!,6,msjuicy313 lol
14092,"Or this, for that matter: http://bit.ly/SS6Yp  So jealous.",6,matter httpbitlyss6yp jealous
14093,I have turned into a fast food whore,6,turned fast food whore
14094,Leaving Wildwood tomorrow  but Luke says we will be back soon!,6,leaving wildwood tomorrow luke says back soon
14095,@kyoisorange lol were always friends  i havent got hers yet .. and im busy next weekend  dunno when im getting yours and hers,6,kyoisorange lol always friends havent got yet im busy next weekend dunno im getting
14096,shud realy go 2 bed  proper tired bt cnt b boverd...x,6,shud realy go 2 bed proper tired bt cnt b boverdx
14097,@theAmberyOne I would like to be able to go just to ONE of those,6,theamberyone would like able go one
14098,@miacarruthers follow me??,6,miacarruthers follow
14099,"aww man it's thundering, lightning &amp; pouring raining out",6,aww man thundering lightning amp pouring raining
14100,@wriggy yeah although probably not on BGT  bugger,6,wriggy yeah although probably bgt bugger
14101,@PositiveCities Hi Erin I had a dm to send you but u r not following me so Twitted prevents me from doing so,6,positivecities hi erin dm send u r following twitted prevents
14102,My spellingis awful on twiiter,6,spellingis awful twiiter
14103,"Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!",6,hmmm go sleep 6 saturday work watch 2 episodes one tree hill one tree hill think
14104,@princ3ssdim3 I dont have no plans Just to go home and watch the Game. Plus I still have to work early so cant be out partying too late,6,princ3ssdim3 dont plans go home watch game plus still work early cant paying late
14105,@oneofthosefaces all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,6,oneofthosefaces tubes closed 9th 10th june idea get venue
14106,Im just thinking bout life. I need my bed. My fiance is in bed first,6,im thinking bout life need bed fiance bed first
14107,"@GracieAlbernaz I know told you, and it tells you last tweets and all.  Just can't get it to play music.  Have it set, but it won't play",6,graciealbernaz know told tells last tweets cant get play music set wont play
14108,is not getting her posts posted to the topics,6,getting posts posted topics
14109,nto looking forward to visiting my unc in hospital tomorrow...,6,nto looking forward visiting unc hospital tomorrow
14110,Feeling very tierd! too much college work!!!!!!,6,feeling tierd much college work
14111,Back to work I go....,6,back work go
14112,@scearley,6,scearley
14113,Got an email from @Unitedairlines telling me I could have got my monday flight to SFO cheaper &amp; Biz class if I had booked it tomorrow,6,got email unitedairlines telling could got monday flight sfo cheaper amp biz class booked tomorrow
14114,"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (BASTARD) LOL",6,tried put iron book bag burnt bag iron lol buzz keep making fun bastard lol
14115,Ok- I guess it's time to throw in the towel and head to work,6,ok guess time throw towel head work
14116,For FF plz follow @sbx_IronChef -I am following the Starbucks tag on http://wefollow.com &amp; my friend IronChef has dropped from #2 to #3!,6,ff plz follow sbxironchef following starbucks tag httpwefollowcom amp friend ironchef dropped 2 3
14117,"@AJAG Lol, well have to make sure website works on IE!  And for this region, even on IE6!  Adsense preview tool only on IE for some reason",6,ajag lol well make sure website works ie region even ie6 adsense preview tool ie reason
14118,@bayareabites My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,6,bayareabites best vanilla memory sharffenberger factory gift shop sure get
14119,"Right now I have a use for the snuggie, but no snuggie to stay work with",6,right use snuggie snuggie stay work
14120,"@MirSa89 I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!",6,mirsa89 clear whole office sign next place truck yet fully clean back seat lol
14121,No more chairs   http://twitpic.com/67mnz,6,chairs httptwitpiccom67mnz
14122,"The scream of sirens, and three fire trucks going south bound on the highway = I will not get home before 7.",6,scream sirens three fire trucks going south bound highway get home 7
14123,Sacramento does not have nice weather. Sacramento has dry and hot weather. I hear it's raining in LA.,6,sacramento nice weather sacramento dry hot weather hear raining la
14124,(@SharonSmiles) Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??,6,sharonsmiles would appear note selfchange perfume nowhmm get tarot cards
14125,@bingofuel My lil' old Mac did the same thing...and it was never to charge again.,6,bingofuel lil old mac thingand never charge
14126,@KosMoney it's the non-www fail  http://www.mymunchies.net/ that works,6,kosmoney nonwww fail httpwwwmymunchiesnet works
